mine_id,name,source,deposit_type,rock_type,lat,lon,swir_b11_absorption,swir_b12_absorption,ndvi,land_surface_temp_c,rainfall_mm_weekly,soil_moisture,emag2_anomaly_nt,elevation_m,mn_grade_pct,ibm_ore_category,has_manganese,craton_province,commodity,label_confidence,region_group,source_url,is_synthetic
WASTE_0140,Southern_Sedimentary_Barren_18,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,10.7009,79.8403,0.209,0.196,0.505,34.1,56.2,0.356,93.7,166.0,1.5,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
MN_011,Dongri Buzurg,MOIL_GSI_Official,Marketable_Direct,Gondite_Braunite,21.135,79.215,0.818,0.742,0.321,36.2,36.7,0.214,530.4,416.0,41.5,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0049,Balaghat_Laterite_Overburden_7,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,22.021,80.3099,0.521,0.468,0.631,28.3,47.4,0.29,214.5,468.0,3.3,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
MN_036_EXT,Gumgaon Low-Grade South Fringe - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,21.0362,79.0805,0.684,0.617,0.347,36.8,38.1,0.224,402.2,448.0,17.9,Beneficiable_MR_Ore,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
MN_054,Kumaraswamy Beneficiable Wing,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,15.01,76.58,0.72,0.622,0.284,34.8,45.8,0.256,336.4,868.0,22.0,Beneficiable_MR_Ore,1,Dharwar,manganese,prototype_positive,Dharwar,,True
WASTE_0131,Southern_Sedimentary_Barren_9,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,10.5892,77.5212,0.282,0.247,0.423,32.0,86.0,0.273,145.8,156.0,0.4,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
MN_052,Hospet Deposit,MOIL_GSI_Official,Marketable_Direct,Braunite_Series,15.27,76.39,0.749,0.675,0.324,36.6,35.0,0.192,409.2,525.0,26.0,Marketable_Saleable,1,Dharwar,manganese,prototype_positive,Dharwar,,True
BOUNDARY_MR_001,Netra_Extension_Bnd_1,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,21.8103,80.1059,0.673,0.656,0.419,29.7,29.8,0.139,402.3,554.5,15.7,Beneficiable/MR Ore,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
BOUNDARY_MR_002,Ramrama_South_Leached_Bnd_2,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Braunite,21.4028,79.1276,0.566,0.51,0.39,32.8,42.7,0.322,423.4,310.0,13.0,Beneficiable/MR Ore,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
BOUNDARY_MR_003,Kumsi_Fringe_Weathered_Bnd_3,GSI_Extension_Survey,Beneficiable_SubEconomic,Braunite_Series,14.3284,75.3619,0.65,0.575,0.386,34.5,19.4,0.32,332.0,292.0,16.9,Beneficiable/MR Ore,1,Dharwar,manganese,prototype_positive,Dharwar,,True
BOUNDARY_MR_004,Sandur_Hill_Lode_MR_Bnd_4,GSI_Extension_Survey,Beneficiable_SubEconomic,Hematite_Gondite,15.0802,76.5359,0.609,0.521,0.544,30.8,77.9,0.223,528.2,473.6,12.2,Beneficiable/MR Ore,1,Dharwar,manganese,prototype_positive,Dharwar,,True
BOUNDARY_MR_005,Jagalur_North_Outcrop_Bnd_5,GSI_Extension_Survey,Beneficiable_SubEconomic,Braunite_Series,14.5725,76.2062,0.649,0.655,0.538,34.6,102.6,0.149,299.3,366.7,24.1,Beneficiable/MR Ore,1,Dharwar,manganese,prototype_positive,Dharwar,,True
BOUNDARY_MR_006,Barbil_LowGrade_Slick_Bnd_6,GSI_Extension_Survey,Beneficiable_SubEconomic,Mansar_Formation,22.1509,85.4079,0.616,0.538,0.501,28.8,108.8,0.375,464.6,335.4,14.4,Beneficiable/MR Ore,1,Singhbhum,manganese,prototype_positive,Singhbhum,,True
BOUNDARY_MR_007,Tensa_Lateritic_Mn_Bnd_7,GSI_Extension_Survey,Beneficiable_SubEconomic,Laterite_Overburden,21.8677,85.2044,0.55,0.501,0.226,37.5,74.2,0.229,365.8,389.8,21.3,Beneficiable/MR Ore,1,Singhbhum,manganese,prototype_positive,Singhbhum,,True
BOUNDARY_MR_008,Garbham_Gondite_Marginal_Bnd_8,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,18.2414,83.7447,0.606,0.527,0.465,36.4,68.3,0.374,488.5,462.3,22.9,Beneficiable/MR Ore,1,Eastern_Ghats,manganese,prototype_positive,Eastern_Ghats,,True
BOUNDARY_MR_009,Shivrajpur_West_Reject_Bnd_9,GSI_Extension_Survey,Beneficiable_SubEconomic,Braunite_Series,22.4051,73.5957,0.555,0.475,0.435,31.5,63.3,0.419,337.2,574.9,10.9,Beneficiable/MR Ore,1,Aravalli,manganese,prototype_positive,Aravalli,,True
BOUNDARY_MR_010,Tambesra_Siliceous_Horizon_Bnd_10,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Braunite,23.2589,74.3102,0.653,0.625,0.529,36.8,32.7,0.415,339.9,481.9,23.5,Beneficiable/MR Ore,1,Aravalli,manganese,prototype_positive,Aravalli,,True
BOUNDARY_MR_011,Netra_Extension_Bnd_11,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,21.7713,80.1152,0.6,0.593,0.524,28.1,63.5,0.258,348.4,395.2,13.7,Beneficiable/MR Ore,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
BOUNDARY_MR_012,Ramrama_South_Leached_Bnd_12,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Braunite,21.4318,79.2439,0.638,0.582,0.569,38.6,38.9,0.284,412.3,379.4,17.8,Beneficiable/MR Ore,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
BOUNDARY_MR_013,Kumsi_Fringe_Weathered_Bnd_13,GSI_Extension_Survey,Beneficiable_SubEconomic,Braunite_Series,14.2655,75.4037,0.579,0.582,0.276,29.6,61.5,0.445,441.4,577.5,11.2,Beneficiable/MR Ore,1,Dharwar,manganese,prototype_positive,Dharwar,,True
BOUNDARY_MR_014,Sandur_Hill_Lode_MR_Bnd_14,GSI_Extension_Survey,Beneficiable_SubEconomic,Hematite_Gondite,15.123,76.5149,0.629,0.602,0.394,29.0,94.4,0.226,307.2,330.2,15.6,Beneficiable/MR Ore,1,Dharwar,manganese,prototype_positive,Dharwar,,True
BOUNDARY_MR_015,Jagalur_North_Outcrop_Bnd_15,GSI_Extension_Survey,Beneficiable_SubEconomic,Braunite_Series,14.6152,76.1965,0.542,0.508,0.271,35.1,31.6,0.348,429.6,309.1,20.0,Beneficiable/MR Ore,1,Dharwar,manganese,prototype_positive,Dharwar,,True
BOUNDARY_MR_016,Barbil_LowGrade_Slick_Bnd_16,GSI_Extension_Survey,Beneficiable_SubEconomic,Mansar_Formation,22.1278,85.4035,0.663,0.593,0.444,37.0,67.7,0.295,354.2,354.0,23.4,Beneficiable/MR Ore,1,Singhbhum,manganese,prototype_positive,Singhbhum,,True
BOUNDARY_MR_017,Tensa_Lateritic_Mn_Bnd_17,GSI_Extension_Survey,Beneficiable_SubEconomic,Laterite_Overburden,21.9054,85.1888,0.589,0.573,0.539,37.8,89.1,0.332,398.1,254.0,15.2,Beneficiable/MR Ore,1,Singhbhum,manganese,prototype_positive,Singhbhum,,True
BOUNDARY_MR_018,Garbham_Gondite_Marginal_Bnd_18,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,18.3548,83.6954,0.563,0.531,0.457,35.2,36.3,0.355,322.9,352.0,10.6,Beneficiable/MR Ore,1,Eastern_Ghats,manganese,prototype_positive,Eastern_Ghats,,True
BOUNDARY_MR_019,Shivrajpur_West_Reject_Bnd_19,GSI_Extension_Survey,Beneficiable_SubEconomic,Braunite_Series,22.4428,73.6204,0.659,0.634,0.407,29.0,49.9,0.208,450.3,521.4,19.6,Beneficiable/MR Ore,1,Aravalli,manganese,prototype_positive,Aravalli,,True
BOUNDARY_MR_020,Tambesra_Siliceous_Horizon_Bnd_20,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Braunite,23.2733,74.3414,0.609,0.538,0.469,31.1,17.3,0.333,496.3,326.2,18.6,Beneficiable/MR Ore,1,Aravalli,manganese,prototype_positive,Aravalli,,True
BOUNDARY_MR_021,Netra_Extension_Bnd_21,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,21.7697,80.1264,0.67,0.618,0.567,38.6,96.0,0.217,463.6,386.3,10.7,Beneficiable/MR Ore,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
BOUNDARY_MR_022,Ramrama_South_Leached_Bnd_22,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Braunite,21.4407,79.1868,0.637,0.603,0.219,34.8,109.1,0.166,280.3,472.9,23.6,Beneficiable/MR Ore,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
BOUNDARY_MR_023,Kumsi_Fringe_Weathered_Bnd_23,GSI_Extension_Survey,Beneficiable_SubEconomic,Braunite_Series,14.3262,75.3971,0.638,0.581,0.297,36.9,92.0,0.406,381.9,465.7,20.3,Beneficiable/MR Ore,1,Dharwar,manganese,prototype_positive,Dharwar,,True
BOUNDARY_MR_024,Sandur_Hill_Lode_MR_Bnd_24,GSI_Extension_Survey,Beneficiable_SubEconomic,Hematite_Gondite,15.1894,76.474,0.651,0.652,0.315,32.1,23.9,0.311,470.8,265.5,20.3,Beneficiable/MR Ore,1,Dharwar,manganese,prototype_positive,Dharwar,,True
BOUNDARY_MR_025,Jagalur_North_Outcrop_Bnd_25,GSI_Extension_Survey,Beneficiable_SubEconomic,Braunite_Series,14.6239,76.1981,0.623,0.533,0.195,37.0,49.2,0.162,504.8,342.8,14.5,Beneficiable/MR Ore,1,Dharwar,manganese,prototype_positive,Dharwar,,True
BOUNDARY_MR_026,Barbil_LowGrade_Slick_Bnd_26,GSI_Extension_Survey,Beneficiable_SubEconomic,Mansar_Formation,22.1001,85.4056,0.614,0.578,0.435,36.0,107.7,0.29,397.3,388.9,11.2,Beneficiable/MR Ore,1,Singhbhum,manganese,prototype_positive,Singhbhum,,True
BOUNDARY_MR_027,Tensa_Lateritic_Mn_Bnd_27,GSI_Extension_Survey,Beneficiable_SubEconomic,Laterite_Overburden,21.8705,85.233,0.551,0.471,0.565,37.2,81.1,0.255,353.3,357.6,16.6,Beneficiable/MR Ore,1,Singhbhum,manganese,prototype_positive,Singhbhum,,True
BOUNDARY_MR_028,Garbham_Gondite_Marginal_Bnd_28,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,18.358,83.6988,0.579,0.586,0.475,34.1,73.1,0.258,412.4,356.5,19.7,Beneficiable/MR Ore,1,Eastern_Ghats,manganese,prototype_positive,Eastern_Ghats,,True
BOUNDARY_MR_029,Shivrajpur_West_Reject_Bnd_29,GSI_Extension_Survey,Beneficiable_SubEconomic,Braunite_Series,22.422,73.6124,0.556,0.477,0.196,37.4,81.8,0.276,378.4,453.6,10.7,Beneficiable/MR Ore,1,Aravalli,manganese,prototype_positive,Aravalli,,True
BOUNDARY_MR_030,Tambesra_Siliceous_Horizon_Bnd_30,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Braunite,23.2506,74.3339,0.626,0.6,0.198,32.1,74.5,0.286,280.2,618.3,16.1,Beneficiable/MR Ore,1,Aravalli,manganese,prototype_positive,Aravalli,,True
BOUNDARY_MR_031,Netra_Extension_Bnd_31,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,21.8433,80.1154,0.63,0.538,0.414,38.3,69.7,0.248,330.8,484.6,11.5,Beneficiable/MR Ore,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
BOUNDARY_MR_032,Ramrama_South_Leached_Bnd_32,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Braunite,21.4238,79.1552,0.667,0.589,0.208,29.1,16.7,0.151,427.1,543.7,24.0,Beneficiable/MR Ore,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
BOUNDARY_MR_033,Kumsi_Fringe_Weathered_Bnd_33,GSI_Extension_Survey,Beneficiable_SubEconomic,Braunite_Series,14.3174,75.3551,0.543,0.537,0.293,29.3,81.2,0.328,409.0,595.5,22.3,Beneficiable/MR Ore,1,Dharwar,manganese,prototype_positive,Dharwar,,True
BOUNDARY_MR_034,Sandur_Hill_Lode_MR_Bnd_34,GSI_Extension_Survey,Beneficiable_SubEconomic,Hematite_Gondite,15.1135,76.563,0.653,0.665,0.345,32.1,88.8,0.232,335.2,650.2,21.0,Beneficiable/MR Ore,1,Dharwar,manganese,prototype_positive,Dharwar,,True
BOUNDARY_MR_035,Jagalur_North_Outcrop_Bnd_35,GSI_Extension_Survey,Beneficiable_SubEconomic,Braunite_Series,14.6456,76.2297,0.646,0.56,0.541,33.6,93.5,0.226,360.9,254.7,21.0,Beneficiable/MR Ore,1,Dharwar,manganese,prototype_positive,Dharwar,,True
BOUNDARY_MR_036,Barbil_LowGrade_Slick_Bnd_36,GSI_Extension_Survey,Beneficiable_SubEconomic,Mansar_Formation,22.1387,85.3989,0.62,0.594,0.359,31.2,46.2,0.342,369.6,573.5,23.8,Beneficiable/MR Ore,1,Singhbhum,manganese,prototype_positive,Singhbhum,,True
BOUNDARY_MR_037,Tensa_Lateritic_Mn_Bnd_37,GSI_Extension_Survey,Beneficiable_SubEconomic,Laterite_Overburden,21.9207,85.1873,0.609,0.524,0.4,32.9,99.3,0.236,429.1,293.5,11.8,Beneficiable/MR Ore,1,Singhbhum,manganese,prototype_positive,Singhbhum,,True
BOUNDARY_MR_038,Garbham_Gondite_Marginal_Bnd_38,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,18.2984,83.7136,0.655,0.635,0.213,28.9,108.7,0.244,339.4,409.4,11.5,Beneficiable/MR Ore,1,Eastern_Ghats,manganese,prototype_positive,Eastern_Ghats,,True
BOUNDARY_MR_039,Shivrajpur_West_Reject_Bnd_39,GSI_Extension_Survey,Beneficiable_SubEconomic,Braunite_Series,22.4486,73.6297,0.618,0.57,0.543,29.2,61.8,0.124,325.4,301.1,21.4,Beneficiable/MR Ore,1,Aravalli,manganese,prototype_positive,Aravalli,,True
BOUNDARY_MR_040,Tambesra_Siliceous_Horizon_Bnd_40,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Braunite,23.2867,74.3204,0.622,0.63,0.33,31.1,97.5,0.194,313.8,664.2,20.9,Beneficiable/MR Ore,1,Aravalli,manganese,prototype_positive,Aravalli,,True
BOUNDARY_MR_041,Netra_Extension_Bnd_41,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,21.8345,80.1857,0.618,0.627,0.389,34.9,81.1,0.27,476.0,637.5,11.5,Beneficiable/MR Ore,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
BOUNDARY_MR_042,Ramrama_South_Leached_Bnd_42,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Braunite,21.4403,79.2263,0.566,0.526,0.321,34.4,22.4,0.442,315.3,674.1,14.4,Beneficiable/MR Ore,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
BOUNDARY_MR_043,Kumsi_Fringe_Weathered_Bnd_43,GSI_Extension_Survey,Beneficiable_SubEconomic,Braunite_Series,14.3443,75.4154,0.654,0.632,0.245,38.0,93.1,0.433,439.4,429.8,14.8,Beneficiable/MR Ore,1,Dharwar,manganese,prototype_positive,Dharwar,,True
BOUNDARY_MR_044,Sandur_Hill_Lode_MR_Bnd_44,GSI_Extension_Survey,Beneficiable_SubEconomic,Hematite_Gondite,15.0722,76.512,0.561,0.534,0.332,38.7,95.0,0.397,342.5,451.5,24.3,Beneficiable/MR Ore,1,Dharwar,manganese,prototype_positive,Dharwar,,True
BOUNDARY_MR_045,Jagalur_North_Outcrop_Bnd_45,GSI_Extension_Survey,Beneficiable_SubEconomic,Braunite_Series,14.572,76.2236,0.661,0.653,0.58,39.0,67.8,0.374,355.0,305.5,11.3,Beneficiable/MR Ore,1,Dharwar,manganese,prototype_positive,Dharwar,,True
BOUNDARY_WST_001,Nagpur_Basalt_Cap_Bnd_1,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,21.1854,79.082,0.541,0.533,0.263,31.4,67.1,0.246,156.0,465.8,3.0,Waste/Overburden,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
BOUNDARY_WST_002,Sausar_CalcSilicate_Sill_Bnd_2,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.6763,79.5818,0.527,0.542,0.281,31.6,12.4,0.311,224.2,258.8,5.9,Waste/Overburden,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
BOUNDARY_WST_003,Chitradurga_Chert_Ridge_Bnd_3,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,14.1989,76.3483,0.512,0.529,0.259,36.2,76.6,0.211,-3.1,410.2,4.5,Waste/Overburden,0,Dharwar,unknown_non_mn,synthetic_or_unverified,Dharwar,,True
BOUNDARY_WST_004,Bonai_Ferruginous_Shale_Bnd_4,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,21.9646,85.0481,0.578,0.557,0.252,37.6,30.4,0.121,42.9,307.9,5.0,Waste/Overburden,0,Singhbhum,unknown_non_mn,synthetic_or_unverified,Singhbhum,,True
BOUNDARY_WST_005,Vizag_Khondalite_Barren_Bnd_5,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,18.0468,83.1189,0.481,0.439,0.136,32.0,33.7,0.15,186.9,212.8,6.9,Waste/Overburden,0,Eastern_Ghats,unknown_non_mn,synthetic_or_unverified,Eastern_Ghats,,True
BOUNDARY_WST_006,Aravalli_Quartzite_Barren_Bnd_6,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,23.3814,73.7841,0.504,0.487,0.396,30.5,77.9,0.276,179.6,456.9,2.8,Waste/Overburden,0,Aravalli,unknown_non_mn,synthetic_or_unverified,Aravalli,,True
BOUNDARY_WST_007,Gangetic_Alluvial_Plain_Bnd_7,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,26.1173,81.2093,0.518,0.51,0.268,35.6,73.5,0.11,79.7,273.4,4.3,Waste/Overburden,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
BOUNDARY_WST_008,Nagpur_Basalt_Cap_Bnd_8,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,21.1486,79.0606,0.524,0.471,0.299,36.4,30.6,0.175,106.9,299.2,5.5,Waste/Overburden,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
BOUNDARY_WST_009,Sausar_CalcSilicate_Sill_Bnd_9,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.6957,79.5662,0.567,0.556,0.392,39.5,52.4,0.124,44.3,378.7,2.1,Waste/Overburden,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
BOUNDARY_WST_010,Chitradurga_Chert_Ridge_Bnd_10,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,14.2538,76.3305,0.475,0.441,0.265,37.8,58.5,0.2,121.9,267.8,4.8,Waste/Overburden,0,Dharwar,unknown_non_mn,synthetic_or_unverified,Dharwar,,True
BOUNDARY_WST_011,Bonai_Ferruginous_Shale_Bnd_11,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,21.9428,85.0228,0.494,0.449,0.479,31.0,54.6,0.215,85.9,543.5,2.6,Waste/Overburden,0,Singhbhum,unknown_non_mn,synthetic_or_unverified,Singhbhum,,True
BOUNDARY_WST_012,Vizag_Khondalite_Barren_Bnd_12,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,18.0986,83.1301,0.564,0.575,0.223,32.1,66.8,0.36,263.0,283.6,9.5,Waste/Overburden,0,Eastern_Ghats,unknown_non_mn,synthetic_or_unverified,Eastern_Ghats,,True
BOUNDARY_WST_013,Aravalli_Quartzite_Barren_Bnd_13,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,23.398,73.7637,0.511,0.494,0.217,31.4,61.9,0.181,159.9,395.1,3.8,Waste/Overburden,0,Aravalli,unknown_non_mn,synthetic_or_unverified,Aravalli,,True
BOUNDARY_WST_014,Gangetic_Alluvial_Plain_Bnd_14,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,26.1228,81.2159,0.466,0.437,0.174,30.8,94.1,0.19,77.9,432.2,5.7,Waste/Overburden,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
BOUNDARY_WST_015,Nagpur_Basalt_Cap_Bnd_15,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,21.1526,79.0753,0.509,0.478,0.492,40.0,92.0,0.135,220.9,450.4,5.1,Waste/Overburden,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
BOUNDARY_WST_016,Sausar_CalcSilicate_Sill_Bnd_16,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.681,79.5761,0.561,0.507,0.438,32.4,23.9,0.146,158.0,373.5,6.1,Waste/Overburden,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
BOUNDARY_WST_017,Chitradurga_Chert_Ridge_Bnd_17,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,14.2598,76.3434,0.558,0.533,0.271,35.6,35.6,0.309,97.2,366.0,4.5,Waste/Overburden,0,Dharwar,unknown_non_mn,synthetic_or_unverified,Dharwar,,True
BOUNDARY_WST_018,Bonai_Ferruginous_Shale_Bnd_18,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,21.938,85.069,0.525,0.543,0.37,31.4,89.9,0.276,58.8,473.8,4.4,Waste/Overburden,0,Singhbhum,unknown_non_mn,synthetic_or_unverified,Singhbhum,,True
BOUNDARY_WST_019,Vizag_Khondalite_Barren_Bnd_19,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,18.0644,83.16,0.555,0.503,0.245,33.0,73.2,0.109,278.9,390.9,8.9,Waste/Overburden,0,Eastern_Ghats,unknown_non_mn,synthetic_or_unverified,Eastern_Ghats,,True
BOUNDARY_WST_020,Aravalli_Quartzite_Barren_Bnd_20,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,23.3834,73.8261,0.559,0.502,0.459,31.5,43.8,0.323,90.1,447.2,4.0,Waste/Overburden,0,Aravalli,unknown_non_mn,synthetic_or_unverified,Aravalli,,True
BOUNDARY_WST_021,Gangetic_Alluvial_Plain_Bnd_21,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,26.1196,81.1983,0.525,0.484,0.258,32.2,87.2,0.263,214.9,328.3,7.1,Waste/Overburden,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
BOUNDARY_WST_022,Nagpur_Basalt_Cap_Bnd_22,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,21.1677,79.0563,0.53,0.512,0.365,30.2,84.1,0.361,244.8,521.3,2.3,Waste/Overburden,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
BOUNDARY_WST_023,Sausar_CalcSilicate_Sill_Bnd_23,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.6517,79.5828,0.533,0.507,0.415,41.2,88.7,0.226,153.0,221.9,6.1,Waste/Overburden,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
BOUNDARY_WST_024,Chitradurga_Chert_Ridge_Bnd_24,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,14.1804,76.3113,0.508,0.452,0.254,39.6,10.4,0.193,179.7,520.3,6.2,Waste/Overburden,0,Dharwar,unknown_non_mn,synthetic_or_unverified,Dharwar,,True
BOUNDARY_WST_025,Bonai_Ferruginous_Shale_Bnd_25,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,21.9431,85.0709,0.514,0.472,0.301,31.7,25.0,0.24,29.3,335.0,7.5,Waste/Overburden,0,Singhbhum,unknown_non_mn,synthetic_or_unverified,Singhbhum,,True
BOUNDARY_WST_026,Vizag_Khondalite_Barren_Bnd_26,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,18.0451,83.2272,0.536,0.473,0.385,32.1,91.7,0.142,64.1,548.8,6.1,Waste/Overburden,0,Eastern_Ghats,unknown_non_mn,synthetic_or_unverified,Eastern_Ghats,,True
BOUNDARY_WST_027,Aravalli_Quartzite_Barren_Bnd_27,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,23.3786,73.8032,0.55,0.504,0.479,32.5,26.2,0.11,124.1,354.7,1.6,Waste/Overburden,0,Aravalli,unknown_non_mn,synthetic_or_unverified,Aravalli,,True
BOUNDARY_WST_028,Gangetic_Alluvial_Plain_Bnd_28,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,26.0924,81.1578,0.514,0.498,0.296,34.8,57.6,0.143,140.3,530.1,7.8,Waste/Overburden,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
BOUNDARY_WST_029,Nagpur_Basalt_Cap_Bnd_29,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,21.1717,79.0461,0.509,0.45,0.182,38.6,66.0,0.108,65.6,262.1,6.7,Waste/Overburden,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
BOUNDARY_WST_030,Sausar_CalcSilicate_Sill_Bnd_30,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.6218,79.5392,0.472,0.48,0.191,37.8,30.2,0.128,177.0,496.6,1.2,Waste/Overburden,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
BOUNDARY_WST_031,Chitradurga_Chert_Ridge_Bnd_31,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,14.2598,76.3125,0.485,0.451,0.479,30.2,17.3,0.158,201.2,189.8,6.9,Waste/Overburden,0,Dharwar,unknown_non_mn,synthetic_or_unverified,Dharwar,,True
BOUNDARY_WST_032,Bonai_Ferruginous_Shale_Bnd_32,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,21.9076,84.9875,0.567,0.578,0.257,33.1,42.3,0.265,172.9,331.5,4.7,Waste/Overburden,0,Singhbhum,unknown_non_mn,synthetic_or_unverified,Singhbhum,,True
BOUNDARY_WST_033,Vizag_Khondalite_Barren_Bnd_33,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,18.0391,83.1483,0.574,0.58,0.176,40.4,51.4,0.35,238.8,475.9,3.6,Waste/Overburden,0,Eastern_Ghats,unknown_non_mn,synthetic_or_unverified,Eastern_Ghats,,True
BOUNDARY_WST_034,Aravalli_Quartzite_Barren_Bnd_34,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,23.403,73.8059,0.525,0.519,0.223,31.7,81.0,0.376,29.8,280.8,3.4,Waste/Overburden,0,Aravalli,unknown_non_mn,synthetic_or_unverified,Aravalli,,True
